spower,threshold,loc_error,confidence,err1,err2,rblx,rbly,rurx,rury
0.549952033791,0.494956830412,3.48019499285,0.9,15.1220373277,15.6379306272,-148.240005493,61.0999984741,-147.960006714,61.2400016785
