spower,threshold,loc_error,confidence,err1,err2,rblx,rbly,rurx,rury
0.696567235585,0.626910512026,4.59313201288,0.9,14.0256732239,18.9737858036,-147.979995728,61.1300010681,-147.720001221,61.2999992371
