spower,threshold,loc_error,confidence,err1,err2,rblx,rbly,rurx,rury
0.756964884722,0.68126839625,1.0971372784,0.9,13.9710592361,15.6378722691,-148.100006104,61.1699981689,-147.839996338,61.3100013733
